file,word,context,suggestions,confidence,rule_id
2020-05-22-otsenka-ustalostnyh-svoystv-po-bazovym-me.md:body,Поженько,"Оценка усталостных свойств по базовым механическим свойствам

by Ян Поженько

Оценка усталостных сво",Боженькою | Боженькой | Ноженькою | Ноженькой | Боженька,LOW,SPELLING
2020-05-26-pomnite-video-pro-nevozmozhnye-konstruktsi.md:body,Поженько,"Помните видео про невозможные конструкции?

by Ян Поженько

Помните видео про невозможные конструкци",Боженькою | Боженькой | Ноженькою | Ноженькой | Боженька,LOW,SPELLING
2020-06-02-svoystva-materialov-pri-komnatnyh-povysh.md:body,Поженько,"    
by Ян Поженько

Свойства материалов при комнатных, повышенных и криогенных температурах - Magic",Боженькою | Боженькой | Ноженькою | Ноженькой | Боженька,LOW,SPELLING
2020-06-08-16-aya-mezhdunarodnaya-konferentsiya-ls-dyna.md:body,Новожилов,"16-ая международная конференция LS-DYNA
   
by Юрий Новожилов

16-ая международная конференция LS-DY",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-06-09-esche-odna-prichina-letat-biznes-klassom.md:body,Поженько,"Еще одна причина летать бизнес-классом

by Ян Поженько

Еще одна причина летать бизнес-классом - Mag",Боженькою | Боженькой | Ноженькою | Ноженькой | Боженька,LOW,SPELLING
2020-06-10-vybor-optimalnogo-materiala-na-rannih-e.md:body,Поженько,"Выбор оптимального материала на ранних этапах проектирования
     
by Ян Поженько

Выбор оптимальног",Боженькою | Боженькой | Ноженькою | Ноженькой | Боженька,LOW,SPELLING
2020-06-11-moy-doklad-na-lstc2020-httpsonlinexp.md:body,E400489,"ShowKey=93235&DisplayItem=E400489

LSTC 2020



Российские CAE-системы на службе промышленности

by ",А | И | К | О | Я,LOW,SPELLING
2020-06-11-moy-doklad-na-lstc2020-httpsonlinexp.md:body,Новожилов,"ShowKey=93235&DisplayItem=E400489

LSTC 2020



Российские CAE-системы на службе промышленности

by ",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-06-12-esli-vy-esche-ne-umeet-share-topology-v-sp.md:body,Новожилов,"Если вы еще не умеет Share Topology в SpaceClaim
 
by Юрий Новожилов

Если вы еще не умеет Share Top",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-06-13-sozdaem-2d-sph-v-ls-prepost.md:body,Новожилов,"Создаем 2D SPH в LS-PrePost
  
by Юрий Новожилов

Создаем 2D SPH в LS-PrePost - MagicDPD",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-06-14-msc-nastran-2020.md:body,Новожилов,"MSC Nastran 2020
 
by Юрий Новожилов

MSC Nastran 2020 - MagicDPD",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-06-15-konferentsiya-simbio-m-2020.md:body,Новожилов,"Конференция SIMBIO-M 2020
  
by Юрий Новожилов

Конференция SIMBIO-M 2020 - MagicDPD",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-06-16-modelirovanie-smazki-zubchatoy-peredachi.md:body,Новожилов,"Моделирование смазки зубчатой передачи
  
by Юрий Новожилов

Моделирование смазки зубчатой передачи ",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-06-17-kak-vybrat-optimalnyy-material-na-rann.md:body,Поженько,"  
by Ян Поженько

Как выбрать оптимальный материал на ранних этапах проектирования? - MagicDPD",Боженькою | Боженькой | Ноженькою | Ноженькой | Боженька,LOW,SPELLING
2020-06-18-turbulentnost-dlya-samyh-malenkih.md:body,Поженько,"Турбулентность для самых маленьких
  
by Ян Поженько

Турбулентность для самых маленьких - MagicDPD",Боженькою | Боженькой | Ноженькою | Ноженькой | Боженька,LOW,SPELLING
2020-06-19-alphacell-po-dlya-modelirovaniya-akustik.md:title,виброакустики,AlphaCell — ПО для моделирования акустики и виброакустики,гидроакустики | гидроакустика | гидроакустике | гидроакустику,LOW,SPELLING
2020-06-19-alphacell-po-dlya-modelirovaniya-akustik.md:body,виброакустики,"AlphaCell — ПО для моделирования акустики и виброакустики
 
by Ян Поженько

AlphaCell - ПО для модел",гидроакустики | гидроакустика | гидроакустике | гидроакустику,LOW,SPELLING
2020-06-19-alphacell-po-dlya-modelirovaniya-akustik.md:body,Поженько,"AlphaCell — ПО для моделирования акустики и виброакустики
 
by Ян Поженько

AlphaCell - ПО для модел",Боженькою | Боженькой | Ноженькою | Ноженькой | Боженька,LOW,SPELLING
2020-06-19-alphacell-po-dlya-modelirovaniya-akustik.md:body,виброакустики,"AlphaCell — ПО для моделирования акустики и виброакустики
 
by Ян Поженько

AlphaCell - ПО для модел",гидроакустики | гидроакустика | гидроакустике | гидроакустику,LOW,SPELLING
2020-06-22-konferentsiya-wost-2020.md:body,Новожилов,"Конференция WOST 2020
    
by Юрий Новожилов

Конференция WOST 2020 - MagicDPD",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-06-23-thums-modeli-cheloveka-skoro-stanut-bespl.md:body,Новожилов,"THUMS модели человека скоро станут бесплатными

by Юрий Новожилов

THUMS модели человека скоро стану",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-06-24-chaste-cae-dlya-vashego-tela.md:body,Новожилов,"Chaste — CAE для вашего тела
   
by Юрий Новожилов

Chaste - CAE для вашего тела - MagicDPD",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-06-27-krutilnye-kolebani-ot-soyuzvuzfilm.md:title,колебани,Крутильные колебани от СоюзВузФильм,колебанию | колебание | колебании | колебаний | колебания,LOW,SPELLING
2020-06-27-krutilnye-kolebani-ot-soyuzvuzfilm.md:body,колебани,"Крутильные колебани от СоюзВузФильм

Крутильные колебани от СоюзВузФильм - MagicDPD",колебанию | колебание | колебании | колебаний | колебания,LOW,SPELLING
2020-06-27-krutilnye-kolebani-ot-soyuzvuzfilm.md:body,колебани,"Крутильные колебани от СоюзВузФильм

Крутильные колебани от СоюзВузФильм - MagicDPD",колебанию | колебание | колебании | колебаний | колебания,LOW,SPELLING
2020-06-29-kak-postroit-superkompyuter-iz-starogo.md:title,суперкомпьютер,Как построить суперкомпьютер из старого учебного класса.,супер компьютер | супер-компьютер,LOW,SPELLING
2020-06-29-kak-postroit-superkompyuter-iz-starogo.md:body,Дёшево,Дёшево :-),Дешево | Дешевою | Дешевое | Дешевой | Дешевок,LOW,SPELLING
2020-06-30-terminologiya-dlya-bessetochnyh-metodov-po.md:title,бессеточных,Терминология для бессеточных методов по ГОСТ,бессточных | бес сеточных | бес-сеточных | беседочных | бессрочных,LOW,SPELLING
2020-06-30-terminologiya-dlya-bessetochnyh-metodov-po.md:body,бессеточных,"Терминология для бессеточных методов по ГОСТ

Терминология для бессеточных методов по ГОСТ - MagicDP",бессточных | бес сеточных | бес-сеточных | беседочных | бессрочных,LOW,SPELLING
2020-06-30-terminologiya-dlya-bessetochnyh-metodov-po.md:body,бессеточных,"Терминология для бессеточных методов по ГОСТ

Терминология для бессеточных методов по ГОСТ - MagicDP",бессточных | бес сеточных | бес-сеточных | беседочных | бессрочных,LOW,SPELLING
2020-07-01-vebinar-po-samoy-poulyarnoy-modeli-materi.md:title,поулярной,Вебинар по самой поулярной модели материала для LS-DYNA,популярной | полярной | модулярной,LOW,SPELLING
2020-07-01-vebinar-po-samoy-poulyarnoy-modeli-materi.md:body,поулярной,"Вебинар по самой поулярной модели материала для LS-DYNA

Вебинар по самой поулярной модели материала",популярной | полярной | модулярной,LOW,SPELLING
2020-07-01-vebinar-po-samoy-poulyarnoy-modeli-materi.md:body,поулярной,"Вебинар по самой поулярной модели материала для LS-DYNA

Вебинар по самой поулярной модели материала",популярной | полярной | модулярной,LOW,SPELLING
2020-07-09-svobodnyy-dostup-k-materialam-konferentsi.md:body,Новожилов,"Свободный доступ к материалам конференции FRAGBLAST
 
by Юрий Новожилов

Свободный доступ к материал",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-07-10-lego-crash-test-webinar.md:body,Новожилов,"Lego Crash Test Webinar
     
by Юрий Новожилов

Lego Crash Test Webinar - MagicDPD",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-07-13-raschet-konvektsii-vo-fluent.md:body,Новожилов,"Расчет конвекции во Fluent
  
by Юрий Новожилов

Расчет конвекции во Fluent - MagicDPD",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-07-20-sapr-sudarushka.md:body,Новожилов,"САПР «Сударушка»
 
by Юрий Новожилов

САПР ""Сударушка"" - MagicDPD",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-07-21-mke-ot-ili-karpova.md:title,Карпова,МКЭ от Ильи Карпова,Карповая | Карповна | Карпов | Карповн,LOW,SPELLING
2020-07-21-mke-ot-ili-karpova.md:body,Карпова,"МКЭ от Ильи Карпова
 
by Юрий Новожилов

МКЭ от Ильи Карпова - MagicDPD",Карповая | Карповна | Карпов | Карповн,LOW,SPELLING
2020-07-21-mke-ot-ili-karpova.md:body,Новожилов,"МКЭ от Ильи Карпова
 
by Юрий Новожилов

МКЭ от Ильи Карпова - MagicDPD",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-07-21-mke-ot-ili-karpova.md:body,Карпова,"МКЭ от Ильи Карпова
 
by Юрий Новожилов

МКЭ от Ильи Карпова - MagicDPD",Карповая | Карповна | Карпов | Карповн,LOW,SPELLING
2020-08-07-chto-takoe-peridinamika.md:title,перидинамика,Что такое перидинамика,пери динамика | пери-динамика,LOW,SPELLING
2020-08-07-chto-takoe-peridinamika.md:body,перидинамика,"Что такое перидинамика

Что такое перидинамика - MagicDPD",пери динамика | пери-динамика,LOW,SPELLING
2020-08-07-chto-takoe-peridinamika.md:body,перидинамика,"Что такое перидинамика

Что такое перидинамика - MagicDPD",пери динамика | пери-динамика,LOW,SPELLING
2020-08-12-bessetochnye-metody-i-mehanika-razrusheniya.md:title,Бессеточные,Бессеточные методы и механика разрушения еды,Бессточные | Бес сеточные | Бес-сеточные | Беседочные | Бессрочные,LOW,SPELLING
2020-08-12-bessetochnye-metody-i-mehanika-razrusheniya.md:body,Бессеточные,"Бессеточные методы и механика разрушения еды

Бессеточные методы и механика разрушения еды - MagicDP",Бессточные | Бес сеточные | Бес-сеточные | Беседочные | Бессрочные,LOW,SPELLING
2020-08-12-bessetochnye-metody-i-mehanika-razrusheniya.md:body,Бессеточные,"Бессеточные методы и механика разрушения еды

Бессеточные методы и механика разрушения еды - MagicDP",Бессточные | Бес сеточные | Бес-сеточные | Беседочные | Бессрочные,LOW,SPELLING
2020-08-31-intel-xeon-i-amd-epyc-v-ansys.md:body,Новожилов,"Intel Xeon и AMD EPYC в ANSYS
    
by Юрий Новожилов

Intel Xeon и AMD EPYC в ANSYS - MagicDPD",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-09-01-vebinar-ls-dyna-efg-podrobnyy-razbor.md:title,учётом,Вебинар «LS-DYNA EFG – подробный разбор с учётом возможностей сеточной адаптации»,учетом | учет | счет,LOW,SPELLING
2020-09-01-vebinar-ls-dyna-efg-podrobnyy-razbor.md:body,учётом,"Вебинар ""LS-DYNA EFG – подробный разбор с учётом возможностей сеточной адаптации"" - MagicDPD",учетом | учет | счет,LOW,SPELLING
2020-09-03-novoe-v-spaceclaim-2020r2.md:title,2020R2,Новое в SpaceClaim 2020R2,А | И | К | О | Я,LOW,SPELLING
2020-09-03-novoe-v-spaceclaim-2020r2.md:body,2020R2,"Новое в SpaceClaim 2020R2

by Юрий Новожилов

Новое в SpaceClaim 2020R2 - MagicDPD",А | И | К | О | Я,LOW,SPELLING
2020-09-03-novoe-v-spaceclaim-2020r2.md:body,Новожилов,"Новое в SpaceClaim 2020R2

by Юрий Новожилов

Новое в SpaceClaim 2020R2 - MagicDPD",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-09-03-novoe-v-spaceclaim-2020r2.md:body,2020R2,"Новое в SpaceClaim 2020R2

by Юрий Новожилов

Новое в SpaceClaim 2020R2 - MagicDPD",А | И | К | О | Я,LOW,SPELLING
2020-09-07-vebinar-po-efg-ot-dynamore.md:body,Новожилов,"Вебинар по EFG от DYNAmore
  
by Юрий Новожилов

Вебинар по EFG от DYNAmore - MagicDPD",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-09-11-obzortrening-po-spaceclaim-2020r2-ot-le.md:title,2020R2,Обзор/тренинг по SpaceClaim 2020R2 от LEAP,А | И | К | О | Я,LOW,SPELLING
2020-09-11-obzortrening-po-spaceclaim-2020r2-ot-le.md:body,2020R2,"Обзор/тренинг по SpaceClaim 2020R2 от LEAP

Обзор/тренинг по SpaceClaim 2020R2 от LEAP - MagicDPD",А | И | К | О | Я,LOW,SPELLING
2020-09-11-obzortrening-po-spaceclaim-2020r2-ot-le.md:body,2020R2,"Обзор/тренинг по SpaceClaim 2020R2 от LEAP

Обзор/тренинг по SpaceClaim 2020R2 от LEAP - MagicDPD",А | И | К | О | Я,LOW,SPELLING
2020-09-14-modeliruem-kover-v-rocky-dem.md:body,Новожилов,"Моделируем ковер в Rocky DEM
    
by Юрий Новожилов

Моделируем ковер в Rocky DEM - MagicDPD",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-09-24-ansys-hfss-2020r2.md:title,2020R2,Ansys HFSS 2020R2,А | И | К | О | Я,LOW,SPELLING
2020-09-24-ansys-hfss-2020r2.md:body,2020R2,"Ansys HFSS 2020R2

Ansys HFSS 2020R2 - MagicDPD",А | И | К | О | Я,LOW,SPELLING
2020-09-24-ansys-hfss-2020r2.md:body,2020R2,"Ansys HFSS 2020R2

Ansys HFSS 2020R2 - MagicDPD",А | И | К | О | Я,LOW,SPELLING
2020-09-25-sph-dlya-modelirovaniya-bryzg.md:body,Новожилов,"SPH для моделирования брызг
  
by Юрий Новожилов

SPH для моделирования брызг - MagicDPD",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-10-06-nelineynoe-povedenie-materialov.md:body,Новожилов,"Нелинейное поведение материалов
 
by Юрий Новожилов

Нелинейное поведение материалов - MagicDPD",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-10-07-postanovka-zadachi-o-trehtochechnom-izgibe.md:title,трехточечном,Постановка задачи о трехточечном изгибе сэндвич панели в ANSYS,трех точечном | трех-точечном,LOW,SPELLING
2020-10-07-postanovka-zadachi-o-trehtochechnom-izgibe.md:title,сэндвич,Постановка задачи о трехточечном изгибе сэндвич панели в ANSYS,сандвич | сандвича | сандвиче | сандвичи | сандвичу,LOW,SPELLING
2020-10-07-postanovka-zadachi-o-trehtochechnom-izgibe.md:body,Новожилов,"    
by Юрий Новожилов

Постановка задачи о трехточечном изгибе сэндвич панели в ANSYS - MagicDPD",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-10-07-postanovka-zadachi-o-trehtochechnom-izgibe.md:body,трехточечном,"    
by Юрий Новожилов

Постановка задачи о трехточечном изгибе сэндвич панели в ANSYS - MagicDPD",трех точечном | трех-точечном,LOW,SPELLING
2020-10-07-postanovka-zadachi-o-trehtochechnom-izgibe.md:body,сэндвич,"    
by Юрий Новожилов

Постановка задачи о трехточечном изгибе сэндвич панели в ANSYS - MagicDPD",сандвич | сандвича | сандвиче | сандвичи | сандвичу,LOW,SPELLING
2020-10-08-obzor-polnostyu-novogo-ansys-discovery-2.md:title,2020R2,Обзор полностью нового ANSYS Discovery 2020R2,А | И | К | О | Я,LOW,SPELLING
2020-10-08-obzor-polnostyu-novogo-ansys-discovery-2.md:body,2020R2,"Обзор полностью нового ANSYS Discovery 2020R2

by Юрий Новожилов

Обзор полностью нового ANSYS Disco",А | И | К | О | Я,LOW,SPELLING
2020-10-08-obzor-polnostyu-novogo-ansys-discovery-2.md:body,Новожилов,"Обзор полностью нового ANSYS Discovery 2020R2

by Юрий Новожилов

Обзор полностью нового ANSYS Disco",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-10-08-obzor-polnostyu-novogo-ansys-discovery-2.md:body,2020R2,"Обзор полностью нового ANSYS Discovery 2020R2

by Юрий Новожилов

Обзор полностью нового ANSYS Disco",А | И | К | О | Я,LOW,SPELLING
2020-10-09-video-dlya-teh-kto-progulival-na-pervyh.md:body,Новожилов,"Видео для тех, кто прогуливал на первых курсах

by Юрий Новожилов

Видео для тех, кто прогуливал на ",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-10-14-kak-mozhno-razuprochnyatsya.md:title,разупрочняться,Как можно разупрочняться,раз упрочняться | раз-упрочняться,LOW,SPELLING
2020-10-14-kak-mozhno-razuprochnyatsya.md:body,разупрочняться,"Как можно разупрочняться
 
by Юрий Новожилов

Как можно разупрочняться - MagicDPD",раз упрочняться | раз-упрочняться,LOW,SPELLING
2020-10-14-kak-mozhno-razuprochnyatsya.md:body,Новожилов,"Как можно разупрочняться
 
by Юрий Новожилов

Как можно разупрочняться - MagicDPD",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-10-14-kak-mozhno-razuprochnyatsya.md:body,разупрочняться,"Как можно разупрочняться
 
by Юрий Новожилов

Как можно разупрочняться - MagicDPD",раз упрочняться | раз-упрочняться,LOW,SPELLING
2020-10-15-prokatka-s-optimizatsiey-v-forge-i-pseven.md:body,Новожилов,"Прокатка с оптимизацией в Forge и pSeven
  
by Юрий Новожилов

Прокатка с оптимизацией в Forge и pSe",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-10-16-portsiya-zabytyh-znaniy.md:body,Новожилов,"Порция забытых знаний

by Юрий Новожилов

Порция забытых знаний - MagicDPD",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-10-19-impetus-afea-dlya-reversivnoy-prokatki.md:body,Новожилов,"!
    
by Юрий Новожилов

Impetus Afea для реверсивной прокатки?! - MagicDPD",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-10-20-nelokalnost-v-peridinamike.md:title,перидинамике,Нелокальность в перидинамике,пери динамике | пери-динамике,LOW,SPELLING
2020-10-20-nelokalnost-v-peridinamike.md:body,перидинамике,"Нелокальность в перидинамике
 
by Юрий Новожилов

Нелокальность в перидинамике - MagicDPD",пери динамике | пери-динамике,LOW,SPELLING
2020-10-20-nelokalnost-v-peridinamike.md:body,Новожилов,"Нелокальность в перидинамике
 
by Юрий Новожилов

Нелокальность в перидинамике - MagicDPD",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-10-20-nelokalnost-v-peridinamike.md:body,перидинамике,"Нелокальность в перидинамике
 
by Юрий Новожилов

Нелокальность в перидинамике - MagicDPD",пери динамике | пери-динамике,LOW,SPELLING
2020-10-26-bolshie-raschety-mpm-na-gpu.md:body,Новожилов,"Большие расчеты MPM на GPU
 
by Юрий Новожилов

Большие расчеты MPM на GPU - MagicDPD",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-10-27-ansys-pokupaet-agi.md:body,Новожилов,"ANSYS покупает AGI
  
by Юрий Новожилов

ANSYS покупает AGI - MagicDPD",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-10-30-extended-position-based-dynamics.md:body,Новожилов,"Extended Position Based Dynamics
 
by Юрий Новожилов

Extended Position Based Dynamics - MagicDPD",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-11-02-raschet-teraformirovaniya-v-realnom-vre.md:title,тераформирования,Расчет «тераформирования» в реальном времени благодаря гибридной DEM постановке,переформирования | переформирование | переформированию | переформировании,LOW,SPELLING
2020-11-02-raschet-teraformirovaniya-v-realnom-vre.md:body,Новожилов,"    
by Юрий Новожилов

Расчет ""тераформирования"" в реальном времени благодаря гибридной DEM постано",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-11-02-raschet-teraformirovaniya-v-realnom-vre.md:body,тераформирования,"    
by Юрий Новожилов

Расчет ""тераформирования"" в реальном времени благодаря гибридной DEM постано",переформирования | переформирование | переформированию | переформировании,LOW,SPELLING
2020-11-03-obzor-kriteriev-razrusheniya-polimernyh-ko.md:body,Новожилов,"Обзор критериев разрушения полимерных композитов

by Юрий Новожилов

Обзор критериев разрушения поли",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-11-04-polnomasshtabnoe-modelirovanie-rabot-kar.md:body,Новожилов,"  
by Юрий Новожилов

Полномасштабное моделирование работ карьерного экскаватора в комбинированной F",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-11-05-quickfem-mke-raschety-v-ios.md:body,Новожилов,"Quickfem — МКЭ расчеты в iOS
 
by Юрий Новожилов

Quickfem - МКЭ расчеты в iOS - MagicDPD",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-11-06-freecad-reinforcement-workbench.md:body,Новожилов,"FreeCAD Reinforcement Workbench
  
by Юрий Новожилов

FreeCAD Reinforcement Workbench - MagicDPD",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-11-09-optimizatsiya-bokala-dlya-vina.md:body,Новожилов,"Оптимизация бокала для вина
   
by Юрий Новожилов

Оптимизация бокала для вина - MagicDPD",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-11-10-uctalostnyy-rost-treschin-v-ansys-mechanic.md:title,Уcталостный,Уcталостный рост трещин в Ansys Mechanical,Усталостный | Усталостной | Усталостные | Усталостных | Усталостным,LOW,SPELLING
2020-11-10-uctalostnyy-rost-treschin-v-ansys-mechanic.md:body,Уcталостный,"Уcталостный рост трещин в Ansys Mechanical
   
by Юрий Новожилов

Уcталостный рост трещин в Ansys Me",Усталостный | Усталостной | Усталостные | Усталостных | Усталостным,LOW,SPELLING
2020-11-10-uctalostnyy-rost-treschin-v-ansys-mechanic.md:body,Новожилов,"Уcталостный рост трещин в Ansys Mechanical
   
by Юрий Новожилов

Уcталостный рост трещин в Ansys Me",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-11-10-uctalostnyy-rost-treschin-v-ansys-mechanic.md:body,Уcталостный,"Уcталостный рост трещин в Ansys Mechanical
   
by Юрий Новожилов

Уcталостный рост трещин в Ansys Me",Усталостный | Усталостной | Усталостные | Усталостных | Усталостным,LOW,SPELLING
2020-11-16-ls-dyna-implicit-training.md:body,Новожилов,"LS-DYNA Implicit Training
 
by Юрий Новожилов

LS-DYNA Implicit Training - MagicDPD",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-11-23-sudodem.md:body,Новожилов,"SudoDEM
  
by Юрий Новожилов

SudoDEM - MagicDPD",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-11-24-infiniband-ndr.md:body,Новожилов,"Infiniband NDR
   
by Юрий Новожилов

Infiniband NDR - MagicDPD",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-11-27-obzor-vozmozhnostey-ls-dyna-r120.md:body,Новожилов,"Обзор возможностей LS-DYNA R12.0
    
by Юрий Новожилов

Обзор возможностей LS-DYNA R12.0 - MagicDPD",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-12-03-esli-vy-reshili-pisat-svoy-sph-kod.md:body,Новожилов,"Если вы решили писать свой SPH код
 
by Юрий Новожилов

Если вы решили писать свой SPH код - MagicDP",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-12-04-vse-chto-vy-hoteli-i-ne-hoteli-znat-o-ko.md:body,Новожилов,"Все что вы хотели и не хотели знать о контактах в LS-DYNA
 
by Юрий Новожилов

Все что вы хотели и н",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-12-07-v-cfd-dlya-chaynikov-chast-1-uravnenie.md:body,Новожилов,"В CFD для чайников — часть 1: уравнение неразрывности

by Юрий Новожилов

В CFD для чайников - часть",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-12-08-zachem-ansys-kupil-agi.md:body,Новожилов,"Зачем ANSYS купил AGI
 
by Юрий Новожилов

Зачем ANSYS купил AGI - MagicDPD",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-12-09-kak-rabotaet-mke.md:body,Новожилов,"Как работает МКЭ

by Юрий Новожилов

Как работает МКЭ - MagicDPD",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-12-10-plasticheskaya-deformatsiya.md:body,Новожилов,"Пластическая деформация

by Юрий Новожилов

Пластическая деформация - MagicDPD",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-12-11-ls-dyna-dlya-studentov-besplatno.md:body,Новожилов,"LS-DYNA для студентов бесплатно!
  
by Юрий Новожилов

 ",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-12-14-v-cfd-dlya-chaynikov-chast-2-uravnenie.md:body,Новожилов,"В CFD для чайников — часть 2: уравнение Навье-Стокса

by Юрий Новожилов

В CFD для чайников - часть ",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-12-16-snos-the-mina-plaza.md:body,Новожилов,"Снос The Mina Plaza
  
by Юрий Новожилов

Снос The Mina Plaza - MagicDPD",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-12-18-chb-vvedenie-v-sopromat.md:body,Новожилов,"ЧБ введение в сопромат

by Юрий Новожилов

ЧБ введение в сопромат - MagicDPD",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-12-21-v-cfd-dlya-chaynikov-chast-3-uravnenie.md:body,Новожилов,"В CFD для чайников — часть 3: уравнение баланса энергии

by Юрий Новожилов

В CFD для чайников - час",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-12-23-protsessy-prokatki.md:body,Новожилов,"Процессы прокатки

by Юрий Новожилов

Процессы прокатки - MagicDPD",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-12-28-v-cfd-dlya-chaynikov-chast-4-chto-zhe-tak.md:body,Новожилов,"В CFD для чайников — часть 4: что же такое CFD

by Юрий Новожилов

В CFD для чайников - часть 4: что",Новоселов | Новосел | Новоселом,LOW,SPELLING
2020-12-31-shkola-dambldora-i-novyy-god.md:body,Новожилов,"Школа Дамблдора и новый год!

by Юрий Новожилов

Школа Дамблдора и новый год! - MagicDPD",Новоселов | Новосел | Новоселом,LOW,SPELLING
2021-01-11-t-obraznoe-soedinenie-zhelezobetonnyh-bal.md:body,Новожилов,"T-образное соединение железобетонных балок
 
by Юрий Новожилов

T-образное соединение железобетонных",Новоселов | Новосел | Новоселом,LOW,SPELLING
2021-01-13-raschet-3d-pechati-zdaniy.md:body,Новожилов,"Расчет 3D печати зданий
    
by Юрий Новожилов

Расчет 3D печати зданий - MagicDPD",Новоселов | Новосел | Новоселом,LOW,SPELLING
2021-01-15-seminar-sph-dlya-zadach-fsi.md:body,Мубинь,"Семинар: SPH для задач FSI

У нас тут анонс нового семинара от SPHeric по моделированию взаимодейств",Дубин | Муцин | Рубин | Убить | Дубина,LOW,SPELLING
2021-01-15-seminar-sph-dlya-zadach-fsi.md:body,бессеточных,"Семинар: SPH для задач FSI

У нас тут анонс нового семинара от SPHeric по моделированию взаимодейств",бессточных | бес сеточных | бес-сеточных | беседочных | бессрочных,LOW,SPELLING
2021-01-15-seminar-sph-dlya-zadach-fsi.md:body,Новожилов,"Семинар: SPH для задач FSI

У нас тут анонс нового семинара от SPHeric по моделированию взаимодейств",Новоселов | Новосел | Новоселом,LOW,SPELLING
2021-01-18-aerodinamika-melnira.md:body,Новожилов,"Аэродинамика мьёльнира

Я вот вчера последних Мстителей пересматривал. А сегодня увидел, как коллеги",Новоселов | Новосел | Новоселом,LOW,SPELLING
2021-01-19-ansys-discovery-gui.md:body,Новожилов,"Ansys Discovery GUI


 




Краткий обзор нового интерфейса Discovery и различных инструментов, кото",Новоселов | Новосел | Новоселом,LOW,SPELLING
2021-01-20-dem-dlya-gazonokosilok.md:body,Новожилов,"DEM для газонокосилок


 




Очередной заход Rocky DEM в ту область, где, казалось бы, нет никаких ",Новоселов | Новосел | Новоселом,LOW,SPELLING
2021-01-21-generative-extensions-dlya-creo.md:body,так-то,"Generative Extensions для Creo


 




В 7-ой версии Creo появились новые функции для оптимизации то",тактом | тактов | такт | факто | такта,LOW,SPELLING
